plot,subplot,datasheet_number,subplot_size,individual_number,species_raw,genus,species,usda_code,growthform,bole_total,bole_n,arm_total,arm_n,measurement_variable,measurement,units,status,total_minishrub,notes,unknown_status,scientific_name_clean,measurement_variable_clean
LOLA_02,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,12,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_02,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,173,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_02,whole plot,7,NA,1,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,79,cm,alive,129,NA,NA,Encelia farinosa,Height
LOLA_02,whole plot,7,NA,1,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,61,cm,alive,129,NA,NA,Encelia farinosa,maxD
LOLA_02,whole plot,7,NA,1,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,53,cm,alive,129,NA,NA,Encelia farinosa,max90D
LOLA_02,whole plot,7,NA,1,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,129,NA,NA,Encelia farinosa,dbh
LOLA_02,whole plot,7,NA,1,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.1,cm,alive,129,NA,NA,Encelia farinosa,ddh
LOLA_02,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,82,cm,alive,129,NA,NA,Encelia farinosa,Height
LOLA_02,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,124,cm,alive,129,NA,NA,Encelia farinosa,maxD
LOLA_02,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,134,cm,alive,129,NA,NA,Encelia farinosa,max90D
LOLA_02,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,129,NA,NA,Encelia farinosa,dbh
LOLA_02,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,2.2,cm,alive,129,NA,NA,Encelia farinosa,ddh
LOLA_02,whole plot,7,NA,3,SACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,83,cm,alive,129,NA,NA,Jatropha cardiophylla,Height
LOLA_02,whole plot,7,NA,3,SACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,164,cm,alive,129,NA,NA,Jatropha cardiophylla,maxD
LOLA_02,whole plot,7,NA,3,SACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,178,cm,alive,129,NA,NA,Jatropha cardiophylla,max90D
LOLA_02,whole plot,7,NA,3,SACA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,129,NA,NA,Jatropha cardiophylla,dbh
LOLA_02,whole plot,7,NA,3,SACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.7,cm,alive,129,NA,NA,Jatropha cardiophylla,ddh
LOLA_02,1,3,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,17,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,1,3,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,122,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,1,3,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,6,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,1,3,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,116,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,1,3,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,98,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,1,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,126,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,1,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,1,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,167,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,1,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,64,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,1,3,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,274,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_02,1,3,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,312,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_02,1,3,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,285,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_02,1,3,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,12.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_02,1,3,25,4,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_02,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,126,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,167,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,2,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,64,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,3,3,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,130,NA,NA,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,3,3,25,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,22,NA,NA,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,3,3,25,3,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,274,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_02,3,3,25,3,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,312,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_02,3,3,25,3,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,285,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_02,3,3,25,3,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,12.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_02,3,3,25,3,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_02,4,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,81,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,4,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,4,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,71,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,4,3,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,43,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,4,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,490,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_02,4,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,18,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_02,4,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_02,4,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_02,4,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,111,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,4,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,3,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,4,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,95.5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,4,3,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,47,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,4,3,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,51,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,4,3,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,4,3,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,68,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,4,3,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,30,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,295,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_02,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,13,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_02,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,11,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_02,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,5,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_02,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,99,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2.5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,52,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,5,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,58,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,6,4,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,6,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,6,4,25,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,17,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,121,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,18,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,253,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,6,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,199,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,6,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,159,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,6,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5.5,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,6,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,180,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,6,4,25,4,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,121,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,87,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,56,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,7,4,25,1,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,20,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,7,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,95,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,7,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,6,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,7,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,139,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,7,4,25,2,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,107,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,7,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,64,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_02,7,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,2,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_02,7,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,62,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_02,7,4,25,3,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,52,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_02,7,4,25,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,8,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_02,7,4,25,5,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,Height,247,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_02,7,4,25,5,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crownD,210,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_02,7,4,25,5,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,223,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_02,7,4,25,5,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,5.1,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_02,7,4,25,5,PAMI,NA,NA,NA,NA,NA,NA,NA,NA,dbh,2.4,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_02,8,4,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,14,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_03,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,130,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,1,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,17,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,159,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,2,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,16,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,210,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,3,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,19,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,202,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,4,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,258,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,5,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,20,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,158,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,6,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,15,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,308,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,7,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,21,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,193,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,8,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,19,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,208,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,9,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,21,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,10,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,382,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,10,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,22,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,Height,277,cm,alive,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,11,CAGI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,16,cm,alive,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,1,NA,12,GACI,NA,NA,NA,NA,NA,NA,NA,NA,Height,168,cm,dead,NA,NA,NA,Carnegiea gigantea,Height
LOLA_03,whole plot,1,NA,12,GACI,NA,NA,NA,NA,NA,NA,NA,NA,ddh,17,cm,dead,NA,NA,NA,Carnegiea gigantea,ddh
LOLA_03,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,155,cm,alive,105,NA,NA,Jatropha cardiophylla,maxD
LOLA_03,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,133,cm,alive,105,NA,NA,Jatropha cardiophylla,max90D
LOLA_03,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,Height,81,cm,alive,105,NA,NA,Jatropha cardiophylla,Height
LOLA_03,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.4,cm,alive,105,NA,NA,Jatropha cardiophylla,ddh
LOLA_03,whole plot,7,NA,1,JACA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,105,NA,NA,Jatropha cardiophylla,dbh
LOLA_03,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,107,cm,alive,105,NA,NA,Encelia farinosa,maxD
LOLA_03,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,86,cm,alive,105,NA,NA,Encelia farinosa,max90D
LOLA_03,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,94,cm,alive,105,NA,NA,Encelia farinosa,Height
LOLA_03,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1.1,cm,alive,105,NA,NA,Encelia farinosa,ddh
LOLA_03,whole plot,7,NA,2,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,105,NA,NA,Encelia farinosa,dbh
LOLA_03,whole plot,7,NA,3,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crownD,121,cm,alive,105,NA,NA,Encelia farinosa,maxD
LOLA_03,whole plot,7,NA,3,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,85,cm,alive,105,NA,NA,Encelia farinosa,max90D
LOLA_03,whole plot,7,NA,3,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,Height,79,cm,alive,105,NA,NA,Encelia farinosa,Height
LOLA_03,whole plot,7,NA,3,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,ddh,2.2,cm,alive,105,NA,NA,Encelia farinosa,ddh
LOLA_03,whole plot,7,NA,3,ENFA,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,105,NA,NA,Encelia farinosa,dbh
LOLA_03,1,3,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,246,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_03,2,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,306,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,2,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,5,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,2,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,6,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,2,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,7,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,2,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,388,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,2,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,22,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,2,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,9,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,2,3,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,8,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,Height,171,cm,alive,NA,inverted cone,NA,Lycium sp. (2),Height
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,8,cm,alive,NA,inverted cone,NA,Lycium sp. (2),maxDbase
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,10,cm,alive,NA,inverted cone,NA,Lycium sp. (2),max90Dbase
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,crownD,195,cm,alive,NA,inverted cone,NA,Lycium sp. (2),maxD
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,139,cm,alive,NA,inverted cone,NA,Lycium sp. (2),max90D
LOLA_03,2,3,25,3,Lycium sp 2,NA,NA,NA,NA,NA,NA,NA,NA,ddh,1,cm,alive,NA,inverted cone,NA,Lycium sp. (2),ddh
LOLA_03,3,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,333,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_03,3,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_03,3,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,7,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_03,3,3,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,4,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,1,NA,NA,ddh,6,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,1,NA,NA,dbh,4,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,2,NA,NA,ddh,17.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,2,NA,NA,dbh,5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,NA,NA,NA,Height,334,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crownD,502,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_03,4,3,25,1,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crown90D,345,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,1,NA,NA,ddh,10,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,1,NA,NA,dbh,4,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,2,NA,NA,ddh,7.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,2,NA,NA,dbh,4.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,NA,NA,NA,Height,332,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_03,4,3,25,2,PAMI,NA,NA,NA,NA,2,NA,NA,NA,crownD,294,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
